name,experience,rating,review_text,likes,review_title,Unnamed: 4,Unnamed: 5
Maximiliano S,,1,Te cancelan el vuelo 2 horas antes. No cumplen la política de reembolso. La atención al cliente es pésima. Si querés pasar un mal rato y arruinar tu viaje (que muchas veces son de negocios con día y horario fijo) viajá con ellos!,,Pésima experiencia,,
victor,,1,"Vuelo cancelado 
Los aviones son una porquería están en pésimas condiciones, es una vergüenza son aviones de los años 80’s 
Serán bajo costo pero es una basura",,No desperdicies tu dinero ni tu tiempo,,
Marcelo E,,1,Por favor no vuelen con esta aerolinea. Te arruinan las vacaciines. Nos.suspendierom el vuelo. Lo barato sale muy caro !!! No valoran a sus clientes.,,No vuelen con esta aerolinea,,
Sunshine31543919711,,1,"ATENCION!!!!! TE ARRUINAN EL VIAJE!!!!! SAQUE PASAJES PARA MI FAMILIA DESDE AEROPARQUE (Bs As) CON DESTINO PUERTO MADRYN, POR 1 SEMANA ... a mitad de estadía (hoy lunes 10/06/24) me cancelan el vuelo de retorno (sin motivo aparente) y me ofrecen un vuelo que salía en 2 horas (obligandome a perder todo lo abonado en la estadía faltante, incluso el alquiler de auto y las ilusiones de mis hijos -encima me hicieron pagar el chek-in porque 2 hs antes del vuelo ya no se podia hacer por internet-) o reprogramar 1 semana después (obligandome a sumar hotel y estadía para 5 personas, cosa que con mi presupuesto era imposible)... realmente es una empresa BERRETA!!!! POR NO DECIR DE MIER...!!!!",,TE ARRUINAN EL VIAJE... LLEVÁ PLATA EXTRA... TE DEJAN VARADO,,
Nicolas Martine... M,,1,"Un desastre de la peor experiencia de mi vida con una aerolínea. Nos cancelaron el vuelo por email y nos dieron un números para llamar, no nos reconocían como cliente. Conseguimos un email nos respondieron que nos devolvían la plata al precio que lo compramos hace 4 meses que ahora no compras nada o nos daban otro vuelo para volver a nuestro casa sin hacerce cargo de hotel, comida y transporte. Si querés pasar un mal momento volar por esta aerolínea.",,Si queres amargarte vola con esta empresa,,
Alejandra,,1,"Pésimo servicio 
Reprograman y no cumplen ni sus propias políticas de cancelación.
Lastima no leí su reputación antes.
Lo ""barato"" sale caro! Suerte! para que me reintegren el dinero hacen responsable al banco...ni número de reclamo te dan.
Desastre",,Pésimo,,
JoseRisso,,1,"La peor experiencia que he tenido con una aerolínea.
No solo cancelaron el vuelo sin un motivo claro, luego de haber hecho el checkin, sino que las opciones de reprogramación eran inviables, y aun no consigo la devolución del importe que pague
Si no es una estafa, es extremadamente parecido.",,"Eviten esta ""aerolinea""",,
Fabrizio I,,1,Hanno preso i soldi due volte dalla mia carta per lo stesso volo e non mi hanno risarcito. Ladri!!! Ladri!!!!!!!!!!!!!!!,,Ladri!,,
Hernan S,,1,"La cancelacion y reprogramacion es una practica recurrente.
Nos reprogramaron el vuelo y perdimos una noche
Ojala hubiera investigado mas sobre la compañia asi no sacaba un vuelo. 
Es increible como todavia pueden operar, deberian estar presos.",,Que espera la justicia para intervenir y sancionar a esta empresa que estafa a la gente ?,,
Esmirna R,,1,"Malisimoooo servicio y especialmente de las personas que hacen el abordaje en Tucuman ( son groseras y falta de respeto, se nota que no les gusta lo que hacen y de servicio no saben nada) es la primera y última vez que compro en esta aerolínea . Te hacen cambios en el itinerario como se les antoja pero si llegas 1 hora antes del vuelo no te perdonan y no dejan entregar tu equipaje, es decir solo ellos son los que ganan...Aquí aplica el dicho de lo Barato Sale Caro.. No viajen nuncaaa con esta gente.. La Paz mental no tiene precio!",,MALISIMA...especificamente en el aeropuerto de Tucumán,,
Sergio S T,,1,"Mudaram todos os meus vôos tanto o de ida e anteciparam a minha volta. Tudo em cima da hora. 
Perdi passeios.
Mudaram o pouso do vôo de volta para outro aeroporto. Aeroporto muito Muito longe e com Uber e táxi super carro. Perdi check in do hotel. Fiquei até 03:39 h da madrugada esperando alguém vim abrir a recepção do hotel.
Demoram a enviar o check in.
Nosso nome não passava no check in on line.
Não tem um fale conosco.
Não tem whatsapp.
Não tem 0800.
Não atendem telefone.
E-mail dão resposta sem nexo nenhum com o que reclamamos e pedimos.
Muita irresponsabilidade e sem nenhum compromisso conosco.
Muito péssimo.
Não vale a pena.",,Péssimo,,
22fortinero,,1,"Malisimo..la peor.
Vuando fuimos perdi un dia de hotel.
A la vuelta volvimos con aerolineas arg..a pesar de ke teniamos pago la vuelta con fly.
1 ro porke suspendieron el viaje porke si
Y 2 do el miedo a.volar esos aviones con poco mantenimiento.
Fly bondi nunca mass!!",,Malisima,,
sebasfernandez14,,5,"La verdad a mi me fue muy bien con mi vuelo, solo viaje con Carry on, mi vuelo estuvo a tiempo tanto a la ida como al regreso, compre silla en salida de emergencia y estaban cómodas, un poco descuidados los apoya brazos pero en cuanto calidad precio para mi estuvo todo bien, la ida y el regreso cumplieron itinerario y su tripulación muy amable y organizada.",,Yo tuve una muy buena experiencia,,
Heidi B,,1,"La peor empresa para volar, no compren con ellos nos reprogramaron 3 veces el vuelo y nos hicieron perder una conexión con otra aerolínea y no se hicieron cargo de nada, aclaró fue problema operacional de la empresa no por condiciones climáticas",,Organización pésima,,
Mau M,,1,"PESIMA EXPERIENCIA CON FLYBONDI
Volé a Salta principios de mayo, ya en el vuelo de ida, me cambiaron el vuelo de las 8.30 de la mañana a las 6am, me vino pésimo e imposible comunicarme con ellos.
Eso no fue nada, para el vuelo de vuelta, me lo cancelaron la noche anterior ñ. Tuve que al igual que otros comentarios, comprar un pasaje con aerolíneas que me salió carísimo.
Estoy esperando la devolución del pasaje, pero es imposible contactarlos, el teléfono no funciona y por mail te dan una respuesta automática.
Paguen un poco mas y saquen con otra compañía!!!",,Pésima experiencia,,
Coastal36699852787,,1,"La verdad que una desorganización y falta de atención total, todavía sigo esperando el reintegro de mi dinero hace ya 2 meses casi!, no lo recomiendo para nada en caso de tramites importantes, nefasto!",,NEFASTO,,
Paradise15465061782,,1,"Flybondi empresa de pésima gestión toman de rehenes a quienes tomamos la mala decisión de volar por esta empresa
Su modos operandi es cancelar , reprogramar y cambiar de aeropuerto con el perjuicio para el pasajero
Denunciarlos a la liga del consumidor es poco",,Empresa,,
Iara F,,5,"Tome mi primer avión con Flybondi en Abril 2023. Sin embargo los sigo eligiendo, no tengo queja alguna hacia esta empresa. Me tome más de 10 vuelos (viajes por placer, express no más de 7 días) y jamás tuve un problema.
Una sola vez me cancelaron el vuelo, pero, me avisaron 24 hs antes por mail.
Recomiendo, 10/10. 🫶🏼",,Empresa responsable,,
lucassolanet,,1,"Compré mi ticket de avión a menos de una hora de haberlo comprado me cambiaron el vuelo de la mañana a la noche. Tuve que llamar a atención al cliente y estuvieron horas para atenderme y darme otra opción que no me vino bien. No contentos con ello, me cambiaron el vuelo de vuelta y también el aeropuerto de destino. Tenía pensado quedarme el día en mendoza y tuve que reprogramarlo para salir a la mañana porque era lo único que tenían que llegaba a aeroparque. 
Ahora estoy queriendo hacer el checking Online y la página está tildada, me quieren cobrar sí o sí por seleccionar mi asiento, cuando fue una opción que yo no tildé.
Es la primera vez que lo uso y no le di bola a los malos comenario!! ERROR!!! POR QUE SON DE LO PEOR!!!!!!!!",,IMPRESENTABLES,,
Robin C,,1,"Predatory airline. They will cancel your flight right before it leaves, forcing you to buy new flights at the last minute at double the price. They do it all the time. They were even kicked out of their office building due to the landlords getting so many complaints from them (wework). It’s a scam company. Save yourself money and lost time, book with someone else. Then they will not refund your money either. Consider yourself warned",,Scam airliner,,
Carlos Andres M,,1,"Si estas pensando en comprar un pasaje con esta Aerolinea. NO LO HAGAS. En serio. 
Estan 4tas a nivel MUNDIAL en cancelaciones. 
Cancelan los vuelos todo el tiempo, no los reprograman, los cancelan, te dejan tirado. Horas antes de viajar. No ofrecen soluciones, ni colectivos para reemplazar el vuelo, ni salidas de otras ciudades, ni comida, ni alojamiento nada. Desaparecen. 
En serio, NO COMPRES.
La noche anterior a mi vuelo me cancelaron, no respondieron, no me dieron solucion, tuve que pagar un pasaje a ultimo momento en Aerolineas Argentinas que me costo una fortuna y viajar desde otra ciudad. Repito NO COMPRES EN FLYBONDI",,NO COMPRES EN FLYBONDI,,
Tom S,,5,"I was quite nervous about going with Flybondi, having read the reviews here. However, both my flights were well organised and on time. The price is also a lot less than Aerolineas Argentinas. Yes, it is a bit of a gamble as their fleet is so small, meaning any change has knock-on impacts. That said, it was all smooth for me!",,Decent experience,,
Cecilia M,,1,"Servicio deficiente era la primera vez que viajaba por esta aerolínea y la experiencia fue espantosa. Ya comenzamos en el vuelo de ida con 3 cambios de puertas mientras ya todos estabamos esperando para embarcar, ibamos de acá para alla todos los pasajeros, por supuesto el vuelo salió demorado. Lo peor llegó despues, en cuanto llegamos a Mendoza nos avisaron que el vuelo de regreso se demoraba aprox 6 horas, complicaba bastante pero al menos volvíamos... eso creíamos... hicimos check in on line y unas horas antes nos llega un mensaje diciendo que se cancela el vuelo. Que llamemos para reprogramar, era domingo, nos cansamos de esperar que nos atandiera alguien en el 0810 que te facilitan en el mail de cancelación. Finalmente tuvimos que volver por otro medio y pedir deovlución.. ni sé si llegará porque nunca llegamos a poder hablar con una persona. Te dejan tirado en donde sea , sin ningun tipo de asistencia ni siquiera telefónica. Primera y última vez...",,PÉSIMO SERVICIO Y ATENCIÓN,,
Marla Angelica C,,1,Had flight booked for 13:30hs. Rescheduled 2 days before to 20:55hs. Then arrived to airport rescheduled again to 23:35hs now rescheduled to 1:15hs. Not sure as plane has not arrived as yet and vague response about return. No voucher olor food given. Numerous children waiting and airport prices are a steal. People waited no from 10:00am! No empathy or responsibility. Passengers demanded an explanation. Passengers unable to go to work tomorrow due to delay and sleepless night. Terrible customer service.,,Leaves a lot to be desired,,
Mariela R,,1,"Nunca vuelen x flybondi 
Le cancelaron dos vuelos para la ida y le acaban de cancelar el regreso de hoy a mi hija
Ella ya me había mencionado y la hija de mi marido sacó vuelos para Bariloche espero no suceda lo mismo",,Nunca vueles x flybondi !,,
luis m,,1,"Pésima aerolínea muy incómoda el personal de los counters muy mal, envían correo que se presente 3 horas antes a pesar de ser vuelo local y al llegar le dicen que tiene que esperar hasta que falten 2 horas del vuelo para poder hacer la entrega del equipaje no tiene sentido",,Pésima aerolínea no recomendada,,
Alejandro Castelló,,2,La tasa de cancelación es altísima. No podés programar ningún viaje ya que es bastante probable que te cancelen el vuelo. La reprogramación es mala ya que no cuentan con muchos vuelos y la devolución del dinero es muy lenta. Ya no la elijo.,,Mala,,
Walter L,,1,"Desastre total está aerolínea, no compren por precio peprkqe te sale carísimo todo lo que pagaste o reservaste creyendo que el vuelo es barato, cancelan y cambiar de horario sin aviso, chantas",,Son chantas no compren,,
Jovan C,,1,"Le vol allé avait déjà ete avancé de 3 heures (de 7h50 à 4h50) donc une expérience désagréable et un réveil douloureux mais encore acceptable. 
Pour le vol retour (Salta - Bouenos Aires) notre vol a tout simplement été supprimé ! Nous devions partir a 15h55. Nous avions donc prévus de visiter Cafayate la veille et de faire la route le matin mais 3 jours avant le départ, notre vol a été annulé et le seul vol qu'on nous a proposé était à 8 h le matin. 
Résultat, une nuit d'hôtel perdue à Cafayate, un trajet Cachi - Cafayate - Salta avec ses magnifiques points de vues et lieux à visiter non fait et une nuit d'hôtel à payer en plus. Et aucune compensation financière de la part de Flybondi !
Compagnie a fuire !",,Annulation de vol,,
